## 1
## 이날 이원종 대통령비서실장 주재로 열린 참모진 회의에서도 긴장감을 갖고 예의주시하되 시장의 과잉 반응은 상황을 오히려 악화시킨다는 의견이 나온 것으로 알려졌다.
## 이날 <이원종:PER> 대통령비서실장 주재로 열린 참모진 회의에서도 긴장감을 갖고 예의주시하되 시장의 과잉 반응은 상황을 오히려 악화시킨다는 의견이 나온 것으로 알려졌다.
이날	이날	NNG	O
## <성남:LOC> 간판 외국인선수 <티아고:PER>가 왼쪽 허벅지 부상으로 <전반 24분:TIM> <장석원:PER>으로 교체된 데 이어 전반 종료 직전에는 <수원:ORG> <구자룡:PER>이 <2번:NOH>째 옐로카드를 받아 퇴장당했다.
성남	성남	NNP	B-LOC
_	_	_	O
간판	간판	NNG	O
_	_	_	O
외국인	외국인	NNG	O
선수	선수	NNG	O
_	_	_	O
티아고	티아고	NNP	B-PER
가	가	JKS	O
_	_	_	O
왼쪽	왼쪽	NNG	O
_	_	_	O
허벅지	허벅지	NNG	O
_	_	_	O
부상	부상	NNG	O
으로	으로	JKB	O
_	_	_	O
전반	전반	NNG	B-TIM
_	_	_	I-TIM
24	24	SN	I-TIM
분	분	NNB	I-TIM
_	_	_	O
장석원	장석원	NNP	B-PER
으로	으로	JKB	O
_	_	_	O
교체된	교체되+ㄴ	VV+ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
전반	전반	NNG	O
_	_	_	O
종료	종료	NNG	O
_	_	_	O
직전	직전	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
수원	수원	NNP	B-ORG
_	_	_	O
구자룡	구자룡	NNP	B-PER
이	이	JKS	O
_	_	_	O
2	2	SN	B-NOH
번째	번째	NNB	O
_	_	_	O
옐로카드	옐로카드	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
_	_	_	O
퇴장	퇴장	NNG	O
당	당하	XSV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 17
## ‘상남자’ 이지훈 “나이가 들수록 노래가 잘 돼” ‘이지훈=느끼남·바람둥이’ 이미지는 방송 예능프로그램에 의해 만들어졌다.
## ‘상남자’ <이지훈:PER> “나이가 들수록 노래가 잘 돼” ‘<이지훈:PER>=느끼남·바람둥이’ 이미지는 방송 예능프로그램에 의해 만들어졌다.
‘	‘	SS	O
상	상	NNG	O
남자	남자	NNG	O
’	’	SS	O
_	_	_	O
이지훈	이지훈	NNP	B-PER
_	_	_	O
“	“	SS	O
나이	나이	NNG	O
가	가	JKS	O
_	_	_	O
들수록	들+ㄹ수록	VV+EC	O
_	_	_	O
노래	노래	NNG	O
가	가	JKC	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
돼	되+어	VV+EF	O
”	”	SS	O
_	_	_	O
‘	‘	SS	O
이지훈	이지훈	NNP	B-PER
=	=	SW	O
느끼	느끼	NNG	O
남	남	NNG	O
·	·	SP	O
바람둥이	바람둥이	NNG	O
’	’	SS	O
_	_	_	O
이미지	이미지	NNG	O
는	는	JX	O
_	_	_	O
방송	방송	NNG	O
_	_	_	O
예능	예능	NNG	O
프로그램	프로그램	NNG	O
에	에	JKB	O
_	_	_	O
의해	의하+여	VV+EC	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
졌	지+었	VX+EP	O
다	다	EF	O
.	.	SF	O

