## 1
## 20명의 인질이 숨진 1일 저녁 방글라데시 수도 다카 고급 식당 ‘홀리 아티잔 베이커리’. 7명의 테러범은 침착하게 인질 중에 무슬림과 비무슬림을 솎아내기 시작했다.
## <20명:NOH>의 인질이 숨진 <1일:DAT> 저녁 <방글라데시:LOC> 수도 <다카:LOC> 고급 식당 ‘<홀리 아티잔 베이커리:LOC>’. <7명:NOH>의 테러범은 침착하게 인질 중에 무슬림과 비무슬림을 솎아내기 시작했다.
20	20	SN	B-NOH
## 현재 강도 ‘약’으로 나타나고 있는 태풍 <두쥐안:POH>은 <26일:DAT> 강도 ‘중’으로 <27일:DAT>에는 강도‘강’으로 변할 것으로 <기상청:ORG>은 예측하고 있다.
현재	현재	MAG	O
_	_	_	O
강도	강도	NNG	O
_	_	_	O
‘	‘	SS	O
약	약	MM	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
나타나	나타나	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
태풍	태풍	NNG	O
_	_	_	O
두쥐안	두쥐안	NNP	B-POH
은	은	JX	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
강도	강도	NNG	O
_	_	_	O
‘	‘	SS	O
중	중	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
강도	강도	NNG	O
‘	‘	SS	O
강	강	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
변할	변하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
기상청	기상청	NNG	B-ORG
은	은	JX	O
_	_	_	O
예측하	예측하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 18
## 기상청은 추석연휴기간 태풍 두쥐안이 우리나라에는 영향을 미치지 않을 것으로 보고 있으나, 태풍의 경로는 유동성이기 때문에 유의 주시하고 있다.
## <기상청:ORG>은 <추석연휴기간:DUR> 태풍 <두쥐안:POH>이 우리나라에는 영향을 미치지 않을 것으로 보고 있으나, 태풍의 경로는 유동성이기 때문에 유의 주시하고 있다.
기상청	기상청	NNG	B-ORG
은	은	JX	O
_	_	_	O
추석	추석	NNG	B-DUR
연휴	연휴	NNG	I-DUR
기간	기간	NNG	I-DUR
_	_	_	O
태풍	태풍	NNG	O
_	_	_	O
두쥐안	두쥐안	NNP	B-POH
이	이	JKS	O
_	_	_	O
우리나라	우리나라	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
영향	영향	NNG	O
을	을	JKO	O
_	_	_	O
미치	미치	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으나	으나	EC	O
,	,	SP	O
_	_	_	O
태풍	태풍	NNG	O
의	의	JKG	O
_	_	_	O
경로	경로	NNG	O
는	는	JX	O
_	_	_	O
유동성	유동성	NNG	O
이	이	VCP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
유의	유의	NNG	O
_	_	_	O
주시하	주시하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 19
## 현재 제주도 앞바다를 비롯해 남해 서부 동쪽 먼 바다와 남해 서부 서쪽 먼 바다,
## 현재 <제주도:LOC> 앞바다를 비롯해 <남해:LOC> 서부 동쪽 먼 바다와 <남해:LOC> 서부 서쪽 먼 바다,
현재	현재	MAG	O
_	_	_	O
제주도	제주도	NNP	B-LOC
_	_	_	O
앞바다	앞바다	NNG	O
를	를	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
남해	남해	NNP	B-LOC
_	_	_	O
서부	서부	NNG	O
_	_	_	O
동쪽	동쪽	NNG	O
_	_	_	O
먼	멀+ㄴ	VA+ETM	O
_	_	_	O
바다	바다	NNG	O
와	와	JC	O
_	_	_	O
남해	남해	NNP	B-LOC
_	_	_	O
서부	서부	NNG	O
_	_	_	O
서쪽	서쪽	NNG	O
_	_	_	O
먼	멀+ㄴ	VA+ETM	O
_	_	_	O
바다	바다	NNG	O
,	,	SP	O

