## 1
## 제트워셔 ‘EW-1211’은 1분 1400회에 달하는 단속분사기술로 노즐에서 뿜어나오는 물줄기가 음식물 찌꺼기와 치석을 제거한다.
## <제트워셔 ‘EW-1211’:POH>은 <1분:DUR> <1400회:NOH>에 달하는 단속분사기술로 노즐에서 뿜어나오는 물줄기가 음식물 찌꺼기와 치석을 제거한다.
제트	제트	NNG	B-POH
특별	특별	NNG	O
회계	회계	NNG	O
_	_	_	O
예산	예산	NNG	O
의	의	JKG	O
_	_	_	O
39.7	39.7	SN	B-PNT
%	%	SW	I-PNT
를	를	JKO	O
_	_	_	O
차지하	차지하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 15
## HMC투자증권은 올해도 지난해와 마찬가지로 글로벌 증시 변동성이 높을 것으로 보고, 변동성에 대응할 수 있는 상품을 투자 대안으로 꼽았다.
## <HMC투자증권:ORG>은 올해도 지난해와 마찬가지로 글로벌 증시 변동성이 높을 것으로 보고, 변동성에 대응할 수 있는 상품을 투자 대안으로 꼽았다.
HMC	HMC	SL	B-ORG
투자	투자	NNG	I-ORG
증권	증권	NNG	I-ORG
은	은	JX	O
_	_	_	O
올해	올해	NNG	O
도	도	JX	O
_	_	_	O
지난해	지난해	NNG	O
와	와	JKB	O
_	_	_	O
마찬가지	마찬가지	NNG	O
로	로	JKB	O
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
증시	증시	NNG	O
_	_	_	O
변동성	변동성	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보	보	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
변동성	변동성	NNG	O
에	에	JKB	O
_	_	_	O
대응할	대응하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
상품	상품	NNG	O
을	을	JKO	O
_	_	_	O
투자	투자	NNG	O
_	_	_	O
대안	대안	NNG	O
으로	으로	JKB	O
_	_	_	O
꼽	꼽	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 사진기자의 조언 흔치 않은 풍경 사진을 찍고 싶다면 일출이나 일몰 사진에 도전해 보자. 몇 가지 사항만 숙지한다면 멋진 풍경 사진을 담아낼 수 있다.1 시정 거리(물체나 빛이 선명하게 보이는 거리) 확인은 필수! 시정 거리가 25km 이상이면 먼 곳까지 선명하게 보인다.
## 사진기자의 조언 흔치 않은 풍경 사진을 찍고 싶다면 일출이나 일몰 사진에 도전해 보자. 몇 가지 사항만 숙지한다면 멋진 풍경 사진을 담아낼 수 있다.<1:NOH> 시정 거리(물체나 빛이 선명하게 보이는 거리) 확인은 필수! 시정 거리가 <25km:NOH> 이상이면 먼 곳까지 선명하게 보인다.
사진	사진	NNG	O
기자	기자	NNG	O
의	의	JKG	O
_	_	_	O
조언	조언	NNG	O
_	_	_	O
흔	흔하	VA	O
치	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
풍경	풍경	NNG	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
찍	찍	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다면	다면	EC	O
_	_	_	O
일출	일출	NNG	O
이나	이나	JC	O
_	_	_	O
일몰	일몰	NNG	O
_	_	_	O
사진	사진	NNG	O
에	에	JKB	O
_	_	_	O
도전해	도전하+여	VV+EC	O
_	_	_	O
보	보	VX	O
자	자	EF	O
.	.	SF	O
_	_	_	O
몇	몇	MM	O
_	_	_	O
가지	가지	NNB	O
_	_	_	O
사항	사항	NNG	O
만	만	JX	O
_	_	_	O
숙지한다면	숙지하+ㄴ다면	VV+EC	O
_	_	_	O
멋진	멋지+ㄴ	VA+ETM	O
_	_	_	O
풍경	풍경	NNG	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
담아낼	담아내+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O
1	1	SN	B-NOH
_	_	_	O
시정	시정	NNG	O
_	_	_	O
거리	거리	NNG	O
(	(	SS	O
물체	물체	NNG	O
나	나	JC	O
_	_	_	O
빛	빛	NNG	O
이	이	JKS	O
_	_	_	O
선명하	선명하	VA	O
게	게	EC	O
_	_	_	O
보이	보이	VV	O
는	는	ETM	O
_	_	_	O
거리	거리	NNG	O
)	)	SS	O
_	_	_	O
확인	확인	NNG	O
은	은	JX	O
_	_	_	O
필수	필수	NNG	O
!	!	SF	O
_	_	_	O
시정	시정	NNG	O
_	_	_	O
거리	거리	NNG	O
가	가	JKS	O
_	_	_	O
25	25	SN	B-NOH
km	km	SL	I-NOH
_	_	_	O
이상	이상	NNG	O
이	이	VCP	O
면	면	EC	O
_	_	_	O
먼	멀+ㄴ	VA+ETM	O
_	_	_	O
곳	곳	NNG	O
까지	까지	JX	O
_	_	_	O
선명하	선명하	VA	O
게	게	EC	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

